"genre_ids","id","original_language","original_title","overview","popularity","release_date","title","vote_average","vote_count","revenue","budget","imdb_id","tagline","cast","director","imdb_rating","imdb_votes","production_companies","production_countries"
"18",471707,"pl","Boże Ciało","A pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. The arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.",3.563,"2019-09-10","Corpus Christi",7.639,546,9943901,1300000,"tt8649186","Sinner. Preacher. A Mystery.","Malwina Brych, Mateusz Czwartosz, Aleksandra Konieczna, Bartosz Bielenia, Eliza Rycembel, Anna Biernacik, Juliusz Chrząstowski, Bogdan Brzyski, Łukasz Simlat, Jakub Sierenberg, Lidia Bogaczówna, Radoslaw Ciucias, Barbara Jonak, Zdzisław Wardejn, Leszek Lichota, Tomasz Ziętek","Jan Komasa",7.7,22873,"Aurum Film, Canal+ Polska, WFS Walter Film Studio, Les Contes Modernes, Podkarpacki Regionalny Fundusz Filmowy","France, Poland"
"18",4497,"es","Viridiana","Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",3.538,"1962-04-01","Viridiana",7.6,512,679244,0,"tt0055601","We've got nothing to hide...","Margarita Lozano, Fernando Rey, Juan García Tiendra, Claudio Brook, José Calvo, Victoria Zinny, Joaquín Roa, Teresa Rabal, Silvia Pinal, José Manuel Martín, Lola Gaos, Sergio Mendizábal, José María Lado, Rosita Yarza, María Isbert, Francisco Rabal, Luis Heredia, Narciso Ojeda","Luis Buñuel",8,26985,"Unión Industrial Cinematográfica, Films 59, Producciones Gustavo Alatriste","Spain, Mexico"
"18",803700,"it","Le otto montagne","An epic journey of friendship and self-discovery set in the breathtaking Italian Alps, The Eight Mountains follows over four decades the profound, complex relationship between Pietro and Bruno.",3.825,"2022-12-21","The Eight Mountains",7.638,724,9494985,0,"tt14641542","","Gualtiero Burzi, Cheche Gurung, Marco Spataro, Ermes Piffer, Elisabetta Mazzullo, Stefano Percino, Luca Marinelli, Fiammetta Olivieri, Adriano Favre, Elisa Zanotto, Alex Sassella, Leandro Gago, Filippo Timi, Elena Lietti, Lupo Barbiero, Dagny Mjos, Chiara Jorrioz, Benedetto Patruno, Andrea Palma, Iris Barbiero, Surakshya Panta, Daniela De Pellegrin, Emrik Favre, Eric Olsen, Paolo Cognetti, Aurora Pernici, Alessandro Borghi, Francesco Palombelli, Cristiano Sassella, Wangdi Gurung","Felix van Groeningen, Charlotte Vandermeersch",7.7,17473,"Pyramide Productions, Vision Distribution, Menuet, Wildside, Elastic Film, Rufus","Belgium, France, Italy, United Kingdom"
"18, 10749",228205,"en","The Longest Ride","The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.",3.849,"2015-04-09","The Longest Ride",7.6,3174,63013281,3.4e+07,"tt2726560","Two couples. Two love stories. One epic tale.","Joy Jacobson, Scott Eastwood, Tiago Riani, Jaret Sears, Kate Forbes, Elea Oberon, Barry Ratcliffe, Mark Jeffrey Miller, Gloria Reuben, Staley Colvert, Hunter Burke, Alan Alda, Michael Lowry, Andrea Moore, Melissa Benoist, Tracey Bonner, Ben Jarvis Dumas, Peter Jurasik, Jon Stafford, Karen Labbe, Jack Huston, Oona Chaplin, Mark Cabus, Lolita Davidovich, Amy Parrish, Ash Taylor, Matt McHugh, Britt Robertson, Danny Vinson, Evan Taylor Burns, Hayley Lovitt, Shane Callahan, Gina Herron","George Tillman Jr.",7,91313,"Fox 2000 Pictures, Temple Hill Entertainment","United States of America"
"18",74308,"en","Detachment","A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",4.057,"2011-04-24","Detachment",7.637,1709,1681521,0,"tt1683526","","Stephen Payne, Lucy Liu, Michael Hammond, James Caan, Reagan Leonard, Chris Papavasiliou, Kevin T. Collins, April Maxey, Amber Vanterpool, Corwin C. Tuggles, Michael Kaufman, Roslyn Ruff, David Hausen, Adrien Brody, Brenda Pressley, Tarikk Mudu, Justin Campbell, Alsharik Sejour, Kwoade Cross, Elvis Muccino, Brennan Brown, William Petersen, James Hosey, Mama Kohn, Annabel Barrett, Celia Schaefer, Mary Joy, Eli Massillon, Doug E. Doug, Rebecka Ray, Blythe Danner, Sami Gayle, Marcia Gay Harden, Renée Felice Smith, Jonathan Hudson, Ralph Rodriguez, Lonon Jay Wilson, Isiah Whitlock, Jr., Bryan Cranston, Lucian Maisel, Samantha Logan, Tim Blake Nelson, Ronen Rubinstein, Josh Pais, Patricia Rae, Alex Boniello, John Cenatiempo, Jerry Walsh, Tiffani Holland, Christina Hendricks, Nancy Rodriguez, Al Calderon, Louis Zorich, Betty Kaye, Aaron Sauter, Celia Au","Tony Kaye",7.7,104626,"Paper Street Films, Kingsgate Films, Appian Way","United States of America"
"35, 10749, 10752",38251,"it","Mediterraneo","Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",3.569,"1991-02-02","Mediterraneo",7.637,1010,4532791,0,"tt0102426","On a magical Greek island a soldier is about to discover that it is better to make love instead of war","Vasco Mirandola, Gigio Alberti, Luigi Montini, Antonio Catania, Irene Grazioli, Vana Barba, Claudio Bisio, Diego Abatantuono, Ugo Conti, Memo Dini, Alessandro Vivarelli, Claudio Bigagli, Giuseppe Cederna","Gabriele Salvatores",7.4,16905,"Penta Film, A.M.A. Film","Italy"
"18, 10749, 35",37247,"en","The Graduate","Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",4.011,"1967-12-21","The Graduate",7.637,3393,104945305,3e+06,"tt0061722","This is Benjamin. He’s a little worried about his future.","Eddra Gale, Buck Henry, Wally West, Harry Holcombe, Wayne Stam, Jonathan Hole, Robert Perry, Mike Farrell, William H. O'Brien, Elizabeth Wilson, Tim Taylor, Marion Lorne, Anne Bancroft, Robert P. Lieb, George Bruggeman, Clark Ross, Norman Fell, Noam Pitlik, Frank Baker, Hal Taggart, Bob Eubanks, Eve McVeagh, Richard Dreyfuss, Eleanore Vogel, Elaine May, Jay Dee Witney, Bernard Sell, Ben Murphy, Anthony Redondo, Stuart Nisbet, Donald F. Glut, Laurence Haddon, Arthur Tovey, Sam O'Steen, David Westberg, Walter Brooke, Brian Avery, Garrett Cassell, Elisabeth Fraser, Murray Hamilton, Dustin Hoffman, Katharine Ross, Maris Wrixon, Lainie Miller, Bob Folkerson, Alice Ghostley, William Daniels, Kevin Tighe, Buddy Douglas","Mike Nichols",8,295358,"AVCO Embassy Pictures, Mike Nichols Productions, Lawrence Turman Productions","United States of America"
"10751, 16",14813,"en","Mickey's Christmas Carol","Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",3.816,"1983-10-19","Mickey's Christmas Carol",7.637,924,2.1e+07,3e+06,"tt0085936","All your Disney pals star in this retelling of a Dickens Christmas classic.","Hal Smith, Clarence Nash, Alan Young, Eddie Carroll, Wayne Allwine, Will Ryan, Dick Billingsley, Patricia Parris","Burny Mattinson",8,16505,"Walt Disney Pictures, Walt Disney Productions","United States of America"
"35, 80",212,"en","Arsenic and Old Lace","Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",3.836,"1944-09-01","Arsenic and Old Lace",7.639,958,0,1120175,"tt0036613","She Passed Out On Cary! No Wonder . . . She's just discovered his favorite aunts have poisoned their 13th gentleman friend!","Priscilla Lane, James Gleason, Hank Mann, John Ridgely, Garry Owen, Chester Clute, Spec O'Donnell, Peter Lorre, Jean Adair, Edward McNamara, Josephine Hull, Cary Grant, Lee Phelps, Edward Everett Horton, Raymond Massey, Jack Carson, John Alexander, Leo White, Sol Gorss, Spencer Charters, Raymond Walburn, Grant Mitchell, Vaughan Glaser, Charles Lane, Edward McWade","Frank Capra",7.9,76611,"Warner Bros. Pictures","United States of America"
"35, 10749",583083,"en","The Kissing Booth 2","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",4.241,"2020-07-24","The Kissing Booth 2",7.636,5019,0,0,"tt9784456","Rules can be broken...but so can hearts.","Maria Pretorius, Sanda Shandu, Byron Langley, Lya du Toit, Glen Biderman-Pam, Jeanne Neilson, D. David Morin, Waldemar Schultz, Trent Rowe, Tasche Adams, Maisie Richardson-Sellers, Cesar Velasquez Ponce, Amrain Ismail-Essop, Camilla Wolfson, Taylor Zakhar Perez, Joey King, Dylan Edy, Julian Place, Nathan Lynn, Aidan Scott, Shana Mans, Bianca Bosch, Caleb Swanepoel, Joseph Gaza, Hilton Pelser, Carishma Basday, Judd Krok, Kevin Otto, Meganne Young, Bianca Amato, Frances Sholto-Douglas, Matthew Dylan Roberts, Zandile Madliwa, Michelle Allen, Grant Ross, Motsi Tekateka, Joshua Daniel Eady, Kai Luke Brummer, Jacob Elordi, Morné Visser, Robyn Scott, Carson White, Julie Summers, Robin B. Smith, Noa Milan, Jason K. Ralph, Molly Ringwald, Sean Barenblatt, Chloe Williams, Toni Jean Erasmus, Nadia Kretschmer, Joel Courtney, Evan Hengst, Stephen Jennings","Vince Marcello",5.7,40473,"Komixx Entertainment, Picture Loom Productions, Clearblack Films","United Kingdom"
"18, 35, 80, 14",20123,"sh","Dom za vešanje","In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves.",3.535,"1988-12-21","Time of the Gypsies",7.636,390,0,0,"tt0097223","","Elvira Sali, Borivoje Todorović, Husnija Hasimovic, Ljubica Adžović, Davor Dujmović, Zabit Memedov, Sinolichka Trpkova, Suada Karišik","Emir Kusturica",8.1,33484,"Ljubavny Film, Kinema Sarajevo, Televizija Sarajevo","Italy, United Kingdom, Yugoslavia"
"18, 12",9343,"de","Fitzcarraldo","Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",3.535,"1982-03-02","Fitzcarraldo",7.6,778,0,7362000,"tt0083946","Dare to dream the impossible.","Liborio Simonella, Dieter Milz, Salvador Godínez, Lourdes Magalhães, Peter Berling, David Pérez Espinosa, Klaus Kinski, Veriano Luchetti, José Lewgoy, Miguel Ángel Fuentes, Ruy Polanah, Christian Mantilla, Paul Hittscher, Huerequeque Enrique Bohórquez, Isabel Jiménez de Cisneros, Mietta Sighele, Leoncio Bueno, Milton Nascimento, Jean-Claude Dreyfus, Claudia Cardinale, Dimiter Petkov, William L. Rose, Costante Moret, Jesus Goiri, Grande Otelo","Werner Herzog",8,40412,"Werner Herzog Filmproduktion, Pro-ject Filmproduktion, ZDF, Wildlife Films Peru, Filmverlag der Autoren","Germany, Peru"
"35",498249,"fr","Mauvaises herbes","Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.",3.58,"2018-11-21","Bad Seeds",7.633,606,0,0,"tt6708116","","Kheiron, André Dussollier, Jean-Pierre Carlier, Aymen Wardane, Natalia Bohn, Sofiane Zermani, Ouassima Zrouki, Marion Christmann, Alban Lenoir, Youssouf Wague, Marc El Khoury, Hakou Benosmane, Jonathan Louis, Mickaël Rozen, Hamza Boumalki, Abderrahmane Baalla, Laurent Pons, Louis Wahnich, Halim Akitar, Leyla Doriane, Adil Dehbi, Christian Diaz, Enzo Pernet, Adin Rudd, Joseph Jovanovic, Rémy Steelcox, Charles Durot, Louison Blivet, Françoise Remont, Catherine Deneuve, Natacha Davidovic, Christophe Istier, Grégoire Champion, Alexandre Hor, Ingrid Donnadieu, Marine Béliard, Leila Boumedjane, Médine","Kheiron",7.3,6512,"Mars Films, paiva films, StudioCanal","France"
"16, 12, 10751",313297,"en","Kubo and the Two Strings","Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",3.929,"2016-08-18","Kubo and the Two Strings",7.6,3601,76249438,6e+07,"tt4302938","If you must blink, do it now.","Rachel Morihiro, Art Parkinson, Saemi Nakamura, Thomas Isao Morinaka, Michael Sun Lee, Zachary Alexander Rice, Luke Donaldson, Minae Noji, Aaron Aoki, Mariel Sheets, Cary-Hiroyuki Tagawa, George Takei, Cary Y. Mizobe, Ken Takemoto, Ralph Fiennes, Rooney Mara, Charlize Theron, Brenda Vaccaro, Laura Miro, Matthew McConaughey, Alpha Takahashi, Meyrick Murphy","Travis Knight",7.7,142163,"Laika","United States of America"
"18",10637,"en","Remember the Titans","After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",3.919,"2000-09-29","Remember the Titans",7.6,2713,136700000,3e+07,"tt0210945","History is written by the winners.","Neal Ghant, J. Don Ferguson, Kelly Cheston, Andy Francis, John Michael Weatherly, Marcus M. Moore, Stephen O'Neil Martin, Lou Walker, Mike Pniewski, Brett Rice, Afemo Omilami, Bob Neal, Stuart Greer, Rory Griffin, John Paul Rice, Xavier Rivers, Irone Singleton, David Dwyer, Tina King, Craig Kirkwood, Doshia Darmane, Ray Stoney, Ryan Kowalske, Matt Adams, Ryan Gosling, Ethan Suplee, Jyn Hall, Tess Panzer, Don Cochran, Preston Wigasi Brant, Ronald L. Conner, Randy D. Patman Jr., Richard Fullerton, Jim Grimshaw, Tyreese Burnett, Ric Reitz, Tom Turbiville, Hayden Panettiere, Ryan Duncan, Gregory Alan Williams, Dan Albright, Kate Bosworth, Nicole Ari Parker, Earl Poitier, Darren W. Conrad, David Chandley, Krysten Leigh Jones, Denzel Washington, Steve Barnes, Shayne Tingle, Courtney James Stewart, Tim Ware, Alton Glass, David Jefferson, E.Y. Coley, Kip Pardue, Ryan Hurst, Scott Slade, Burgess Jenkins, Ron Marino, Will Patton, Rhubarb Jones, Tom Nowicki, Lucinda Jenney, Derick Marshall, B. Keith Harmon, Shawn Cummings, Andrew Masset, Marion Guyot, Scott Thomas, David de Vries, Wood Harris, Jonathan Thompson, Donald Faison, C. Stephen Browder, Paula Claire Jones, Thomas Elliott, Bo Keister, Walker Jones, Nicky Buggs, Lauren Aparicio, Jemal L. Webb, Andrew Collins, Jameel Jackson, Kevin Dankosky, John Wesley, Michael Rouby, Sharon Blackwood, Shanda Lee Munson","Boaz Yakin",7.8,239267,"Jerry Bruckheimer Films, Run It Up Productions Inc., Technical Black, Walt Disney Pictures","United States of America"
"18",4995,"en","Boogie Nights","Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",4.263,"1997-10-10","Boogie Nights",7.634,3204,43101594,1.5e+07,"tt0118749","The life of a dreamer, the days of a business, and the nights in between.","Missy Spell Tanner, Jason Andrews, Greg Lauren, Patricia Forte, Michael Jace, Jake Cross, Brad Braeden, Rico Bueno, Alfred Molina, Jamielyn Lippman, Veronica Hart, John C. Reilly, Tim Soronen, Darrel W. Wright, Melora Walters, Greg Bronson, Eddie Garcia, Michael Ballhaus, John Doe, Heather Graham, Robin Sharp, Tom Dorfmeister, Dee Dee Weathers, Vernon Guichard II, Sebastian La Cause, Tyrone D. Dixon, Burt Reynolds, Sean Welch, Joe G.M. Chan, Kai Lennox, Tony Tedeschi, Robert Ridgely, Leslie Redden, William H. Macy, Scott Fowler, Laura Gronewold, Jon Brion, Mike Gunther, Alexander D. Slanger, Ricky Jay, George Anthony Rae, Nina Hartley, Audrey Wiechman, Anne Fletcher, Summer Cummings, Dustin Courtney, Brian Kehew, Philip Baker Hall, Skye Blue, Gregory T. Daniel, Thomas Jane, Raymond Laboriel, Jami Philbrick, Samson Barkhordarian, Aaron Stielstra, Jonathan Quint, Michael Stein, Don Cheadle, Theo Mayes, Robert Downey Sr., Melanie A. Gage, Jack Wallace, Misty Tamburelli, Diane Mizota, Don Amendolia, Lawrence Hudd, Eric Winzenried, Stanley DeSantis, Nicole Ari Parker, Selwyn Emerson Miller, Lexi Leigh, Luis Guzmán, Israel Juarbe, Goliath, Jack Riley, Coleman McClary, Lance MacDonald, Michael S. Stencil, Joanna Gleason, Laurel Holloman, Allan Graf, Julianne Moore, Grace Bustos, Little Cinderella, Mark Wahlberg, Michael Raye Smith, Channon Roe, Sharon Ferrol-Young, Jorga Caye, Philip Seymour Hoffman, Nathan Prevost, Tom Lenk, B. Philly Johnson, Michael Penn, Jose Chaidez, Lisa Ratzin","Paul Thomas Anderson",7.9,289802,"New Line Cinema, Lawrence Gordon Productions, Ghoulardi Film Company","United States of America"
"53, 27, 878",1678,"ja","ゴジラ","Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",4.378,"1954-11-03","Godzilla",7.6,995,2250000,9e+05,"tt0047034","Godzilla, a weapon of science, a great battle of wonder and terror!","Momoko Kôchi, Ren Yamamoto, Kiyoshi Kamata, Haruo Nakajima, Kenji Sahara, Hiroshi Hayashi, Kin Sugai, Fuyuki Murakami, Akihiko Hirata, Junpei Natsuki, Shizuko Azuma, Seijirô Onda, Toyoaki Suzuki, Sachio Sakai, Katsumi Tezuka, Shizuko Higashi, Tadashi Okabe, Jirô Mitsuaki, Yasuhisa Tsutsumi, Keiji Sakakida, Tamae Sengo, Akira Takarada, Takeo Oikawa, Sôkichi Maki, Kokuten Kōdō, Takashi Shimura, Ren Imaizumi, Tsuruko Mano, Saburô Iketani, Toranosuke Ogawa","Ishirō Honda",7.6,42716,"TOHO, Toho Laboratory","Japan"
"12, 35, 14, 10751, 18",381289,"en","A Dog's Purpose","A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.",5.734,"2017-01-19","A Dog's Purpose",7.633,3358,2.05e+08,2.2e+07,"tt1753383","Every dog happens for a reason.","Kelly-Ruth Mercier, Pooch Hall, Britt Robertson, Tom Young, Caroline Cave, Luke Kirby, Logan Miller, Ronald Boyd Johnson, Christopher Pearce, Grant Burr, Kirby Howell-Baptiste, Jordan Butterill, Jane McGregor, Dean Mckenzie, Dennis Quaid, Evan Martin, Anita Daher, Juliet Rylance, Avery Thompson, Peggy Lipton, John C. MacDonald, Primo Allon, Ron Verwymeren, Paul Jarrett, Peter Kelamis, Alicia Johnston, Bryce Gheisar, James Janssens, Chris Webb, Brent Holtzman, Mackenzie Thornton, David J. Lyle, Violet Haas, Michael Patric, Josh Gad, Gabrielle Rose, Kenyan Alexander Walcot, Naomi Frenette, John Ortiz, Ross Douglas Noble, Darcy Higginbotham, Brooke Warrington, Cory Wojcik, Danesha Lee, Rayna Ens-Armstrong, K.J. Apa, Kalyn Bomback, Dan De Jaeger, Aidan Ritchie, John Bluethner, Paul Griggs, Tyson Wagner, Michael Bofshever, Treyton Augustus Walcot, Andrew W. Nolan, Robert Mann, Nicole LaPlaca, Reine Lecuyer, Kwesi Ameyaw","Lasse Hallström",7.3,82489,"Amblin Entertainment, Pariah, Walden Media, Reliance Entertainment, Universal Pictures, DreamWorks Pictures, Amblin Partners","Canada, India, United States of America"
"18",28580,"en","The Lost Weekend","Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",3.538,"1945-11-29","The Lost Weekend",7.6,602,1.1e+07,1250000,"tt0037884","The screen dares to open the strange and savage pages of a shocking bestseller!","Earle Hyman, William O'Leary, Dick Gordon, Frank Orth, Fred 'Snowflake' Toones, Ernest Hilliard, John Deauville, Ted Hecht, Stanley Price, Isabel Withers, Frank Mills, James Millican, Howard Da Silva, Franklyn Farnum, David Clyde, Pat Moriarity, Max Wagner, Frank Faylen, Phillip Terry, Jack Rube Clifford, Lewis L. Russell, Jess Lee Brooks, Karl 'Karchy' Kosiczky, William Meader, Jack W. Johnston, Al Stewart, Crane Whitley, Byron Foulger, Ray Milland, Jayne Hazard, Stan Johnson, Douglas Spencer, William Newell, Harry Barris, Harry Wilson, Walter Baldwin, James Conaty, Doris Dowling, Jane Wyman, Perc Launders, Lester Sharpe, Craig Reynolds, Lee Shumway, Audrey Young, Andy Andrews, Amzie Strickland, Gisela Werbisek, Bertram Marburgh, Ernest Whitman, Harry Tenbrook, Peter Potter, Mary Young, Willa Pearl Curtis, Eddie Laughton, Milton Wallace, Anita Sharp-Bolster, Lilian Fontaine, Jerry James, Emmett Vogan, Helen Dickson","Billy Wilder",7.9,41549,"Paramount Pictures","United States of America"
"35",13386,"it","Ricomincio da tre","Gaetano, a young Neapolitan, decides to leave home, work and friends, to look for other moments of life and meet other people.",3.532,"1981-03-05","I'm Starting from Three",7.6,675,0,0,"tt0081427","","Attilio Pelegatti, Luciano Crovato, Cloris Brosca, Deddi Savagnone, Laura Nucci, Renato Scarpa, Michetta Farinelli, Giuseppe Piciccio, Ettore Carloni, Lello Arena, Lidia Zanussi, Pupita Lea Scuderoni, Giuliano Santi, Marina Pagano, Carmine Faraco, Marco Messeri, Massimo Troisi, Lino Troisi, Vincent Gentile, Jeanne Mas, Fiorenza Marchegiani, Giuseppe Borrelli, Dolores Calò, Luigi Mazzullo, Alfredo Cozzolino, Vezio Natili, Marta Bifano, Giovanni Febraro, Giovanni Morosi, Michele Mirabella, Patrizio Rispo","Massimo Troisi",7.4,3080,"Italian International Film, Factory Cinematografica, RAI","Italy"
"18",8832,"it","Il Divo","Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",3.538,"2008-05-28","Il Divo",7.633,1131,11260366,7275000,"tt1023490","","Lorenzo Gioielli, Giuseppe Pesare, Piera Degli Esposti, Fernando Altieri, Wiebke Walbrich, Giorgio Colangeli, Nuot Arquint, Luciano Cravino, Fanny Ardant, Pietro Biondi, Simone Carella, Ninfo Burruano, Renato Di Pietro, Ernesto Izzo, Alvaro Piccardi, Carlo Giraudo, Flavia Astolfi, Giulio Raffi Casagrande, Antonio Sarasso, Roberto Zenca, Valentina Rossi Stuart, Orlando Gerace, Lorenzo Rapazzini, Bruno Di Luia, Roberto De Rossi, Stewart Arnold, Giorgio Sappa, Paolo De Giorgio, Salvatore D'Onofrio, Giuseppe Pappada, Giulio Bosetti, Luigi Messina, Nicola Pelella, Anna Bonaiuto, Gabriele Guerra, Claudio Bonis, Giovanni Bissaca, Antonello Puglisi, Aldo Ralli, Victor Goubanov, Carlo Cozzani, Gianfelice Imparato, Dezio Bettini, Giuseppe Perri, Lorenzo Ventavoli, Enzo Rai, Massimo Franceschi, Roberto Turtur Minutillo, Giusto Lo Pipero, Gaetano Mosca, Natale Russo, Domenico Centamore, Manuela Lamanna, Gaetano Balistreri, Daniela Mozzato, Mario Prosperi, Alessandro Pisticcio, Lombardo Fornara, Toni Servillo, Paolo Graziosi, Angelo Zito, Carlo Buccirosso, Marie Biondini, Antonello Avallone, Bob Marchese, Fiorenza Liberto, Luisella Rossboch, Orazio Alba, Flavio Bucci, Massimo Popolizio, Giovanni Vettorazzo, Domenico Gennaro, Alberto Pozzo, Bonaria Decorato, Alberto Cracco, Maurizio Tropea, Michele Chiadò, Umberto Contarello, Achille Brugnini, Cristina Serafini, Cesare Scova, Gilda Postiglione Turco, Benedetto Lo Monaco","Paolo Sorrentino",7.2,19670,"Indigo Film, Lucky Red, Parco Film, StudioCanal, ARTE France Cinéma, Sky Cinema, MiC, Film Commission Torino Piemonte, Regione Campania, Campania Film Commission, CNC, Babe Films, Beta Film, Eurimages","France, Germany, Italy"
"16, 14, 27, 28, 12, 878",15999,"ja","吸血鬼ハンターD ブラッドラスト","D, a legendary dhampir competes with a motley family of bounty hunters to track down Charlotte Elbourne, a young woman who has seemingly been abducted by vampire nobleman Meier Link.",3.84,"2000-08-25","Vampire Hunter D: Bloodlust",7.631,678,151086,0,"tt0216651","When the sun sets, the hunt begins.","Emi Shinohara, Koji Tsujitani, Rikiya Koyama, Akiko Yajima, Ryuuzaburou Ootomo, Ichiro Nagai, Hochu Otsuka, Chika Otsuka, Hideyuki Tanaka, Rintaro Nishi, Unsho Ishizuka, Chiharu Suzuka, Koichi Yamadera, Mika Kanai, Yoko Soumi, Toshihiko Seki, Bibari Maeda, Yusaku Yara, Takeshi Aono, Motomu Kiyokawa, Keiji Fujiwara, Megumi Hayashibara","Yoshiaki Kawajiri",7.6,37990,"Madhouse, Goodhill Vision","Japan"
"53, 80, 10770",801335,"en","Girl in the Basement","Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",9.781,"2021-02-27","Girl in the Basement",7.63,731,0,0,"tt13269536","","Emma Myers, Liam Pileggi, Sydney Kowalske, Stefanie Scott, Kim Rosen, Jake Etheridge, Braxton Bjerken, Jake Nuttall, Judd Nelson, Joely Fisher, Emily Topper","Elisabeth Röhm",6.3,15893,"Big Dreams Entertainment, Swirl Films","United States of America"
"35, 18",580175,"da","Druk","Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.",3.919,"2020-09-24","Another Round",7.63,3356,21700000,5150000,"tt10288566","","Clara Phillipson, Maria Ovi, Silas Cornelius Van, Dorte Højsted, Cassius Aasav Browning, Morten Jørgensen, Aksel Vedsegaard, Milas Hansen, Magnus Sjørup, Frederik Winther Rasmussen, Christina Hildebrandt, Morten Thunbo, Helene Reingaard Neumann, Niels Jørgensen, Magnus Millang, Thomas Guldberg Madsen, Susse Wold, Matti Rochler, Max Kaysen Høyrup, Maria Bonnevie, Michael Asmussen, Waldemar Beer Hansen, Aya Grann, Martin Greis-Rosenthal, Thomas Bo Larsen, Le Münster Swendsen, Jens Basse Dam, Albert Rudbeck Lindhardt, Mads Mikkelsen, Oskar Kirk Damsgaard, Carl David Schubert Holm-Nielsen, Jacob Ottensten, Gustav Sigurth Jeppesen, Freja Bella Lindahl, Mercedes Claro Schelin, Per Otto Bersang Rasmussen, Lars Ranthe","Thomas Vinterberg",7.7,210284,"Zentropa Entertainments, Film i Väst, Topkapi Films, Zentropa International Sweden, Zentropa International Netherlands","Denmark, Netherlands, Sweden"
